timestamp,lat,lon,vehicle_speed,accel_x,accel_y,accel_z,engine_rpm,mass_air_flow,absolute_throttle_pos,fuel_level,gps_speed,fuel_rate,alcohol_fuel_percentage,engine_fuel_rate,vehicle_fuel_rate,fuel_remaining,fuel_level_a,fuel_level_b,instant_fuel_economy,calculated_load_value,fuel_rail_pressure,fuel_rail_pressure_vacuum,accelerator_pos_d,accelerator_pos_e
09:57:10.945,-2.293.129,-4.398.073,73,-1.464.838,-266.839,687.209,1666.75,7.3,2.862.745,6.745.098,7.405.231,2.429.387,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:10.946,-2.293.129,-4.398.073,73,-1.464.838,-266.839,687.209,1666.75,7.3,2.862.745,6.745.098,7.405.231,2.429.387,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:10.957,-2.293.129,-4.398.073,73,-1.464.838,-266.839,687.209,1666.75,7.3,2.862.745,6.745.098,7.405.231,2.429.387,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:10.958,-2.293.129,-4.398.073,73,-1.464.838,-266.839,687.209,1666.75,7.3,2.862.745,6.745.098,7.405.231,2.429.387,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:11.930,-2.293.134,-4.398.092,74,-1.904.432,3.119.987,-877.089,1655.25,7.2,2.823.529,6.745.098,7.344.652,2.396.108,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:11.932,-2.293.134,-4.398.092,74,-1.904.432,3.119.987,-877.089,1655.25,7.2,2.823.529,6.745.098,7.344.652,2.396.108,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:11.938,-2.293.134,-4.398.092,74,-1.904.432,3.119.987,-877.089,1655.25,7.2,2.823.529,6.745.098,7.344.652,2.396.108,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:11.944,-2.293.134,-4.398.092,74,-1.720.505,2.684.613,-9.583.314,1655.25,7.2,2.823.529,6.745.098,7.344.652,2.396.108,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:12.908,-2.293.138,-4.398.111,74,4.234.771,-3.995.405,3.633.895,1650,7.23,2.823.529,6.745.098,7.309.217,2.406.092,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:12.909,-2.293.138,-4.398.111,74,4.234.771,-3.995.405,3.633.895,1650,7.23,2.823.529,6.745.098,7.309.217,2.406.092,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:12.915,-2.293.138,-4.398.111,74,4.234.771,-3.995.405,3.633.895,1650,7.23,2.823.529,6.745.098,7.309.217,2.406.092,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:12.918,-2.293.138,-4.398.111,74,4.234.771,-3.995.405,3.633.895,1650,7.23,2.823.529,6.745.098,7.309.217,2.406.092,3.490.196,0,0,0,9.443.137,0,0,,,,,
09:57:13.935,-2.293.144,-439.813,74,-1.126.936,-3.761.235,4.781.378,1641.75,7.26,2.901.961,6.627.451,7.365.865,2.416.076,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:13.938,-2.293.144,-439.813,74,-1.126.936,-3.761.235,4.781.378,1641.75,7.26,2.901.961,6.627.451,7.365.865,2.416.076,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:13.942,-2.293.144,-439.813,74,-1.126.936,-3.761.235,4.781.378,1641.75,7.26,2.901.961,6.627.451,7.365.865,2.416.076,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:13.944,-2.293.144,-439.813,74,-1.126.936,-3.761.235,4.781.378,1641.75,7.26,2.901.961,6.627.451,7.365.865,2.416.076,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:14.957,-2.293.151,-4.398.148,75,547.722,-4.077.754,-3.771.595,1636.25,7.55,2.901.961,6.627.451,7.249.133,2.512.585,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:14.958,-2.293.151,-4.398.148,75,1.078.829,-3.694.462,909.709,1636.25,7.55,2.901.961,6.627.451,7.249.133,2.512.585,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:14.958,-2.293.151,-4.398.148,75,1.078.829,-3.694.462,909.709,1636.25,7.55,2.901.961,6.627.451,7.249.133,2.512.585,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:14.958,-2.293.151,-4.398.148,75,1.078.829,-3.694.462,909.709,1636.25,7.55,2.901.961,6.627.451,7.249.133,2.512.585,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:15.934,-2.293.159,-4.398.166,76,-4.041.487,7.974.919,4.652.098,1659,7.73,2.901.961,6.627.451,7.560.302,2.572.488,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:15.936,-2.293.159,-4.398.166,76,-4.041.487,7.974.919,4.652.098,1659,7.73,2.901.961,6.627.451,7.560.302,2.572.488,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:15.945,-2.293.159,-4.398.166,76,-7.025.457,5.779.322,1.224.374,1659,7.73,2.901.961,6.627.451,7.560.302,2.572.488,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:15.948,-2.293.159,-4.398.166,76,-7.025.457,5.779.322,1.224.374,1659,7.73,2.901.961,6.627.451,7.560.302,2.572.488,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:16.935,-229.317,-4.398.183,77,-7.262.233,201.609,1.336.567,1673.5,7.77,2.941.176,6.627.451,779.264,2.5858,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:16.938,-229.317,-4.398.183,77,-7.262.233,201.609,1.336.567,1673.5,7.77,2.941.176,6.627.451,779.264,2.5858,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:16.943,-229.317,-4.398.183,77,4.086.673,5.690.942,1.242.445,1673.5,7.77,2.941.176,6.627.451,779.264,2.5858,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:16.947,-229.317,-4.398.183,77,4.086.673,5.690.942,1.242.445,1673.5,7.77,2.941.176,6.627.451,779.264,2.5858,3.490.196,0,0,0,9.278.431,0,0,,,,,
09:57:17.930,-2.293.182,-43.982,78,8.290.884,-1.712.629,1.016.296,1680.75,6.56,2.509.804,6.470.588,7.794.189,2.183.121,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:17.932,-2.293.182,-43.982,78,8.290.884,-1.712.629,1.016.296,1680.75,6.56,2.509.804,6.470.588,7.794.189,2.183.121,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:17.944,-2.293.182,-43.982,78,8.290.884,-1.712.629,1.016.296,1680.75,6.56,2.509.804,6.470.588,7.794.189,2.183.121,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:17.946,-2.293.182,-43.982,78,4.842.415,-1.536.018,9.654.815,1680.75,6.56,2.509.804,6.470.588,7.794.189,2.183.121,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:18.918,-2.293.195,-4.398.217,78,-8.876.957,5.970.528,-3.481.593,1697.5,5.33,2.588.235,6.470.588,7.893.948,1.773.786,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:18.919,-2.293.195,-4.398.217,78,-8.876.957,5.970.528,-3.481.593,1697.5,5.33,2.588.235,6.470.588,7.893.948,1.773.786,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:18.929,-2.293.195,-4.398.217,78,-8.683.304,1.818.169,6.359.075,1697.5,5.33,2.588.235,6.470.588,7.893.948,1.773.786,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:18.931,-2.293.195,-4.398.217,78,-8.683.304,1.818.169,6.359.075,1697.5,5.33,2.588.235,6.470.588,7.893.948,1.773.786,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:19.910,-2.293.208,-4.398.234,78,5.221.712,3.605.816,-7.891.558,1701,05.09,254.902,6.470.588,7.923.407,1.693.915,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:19.912,-2.293.208,-4.398.234,78,5.221.712,3.605.816,-7.891.558,1701,05.09,254.902,6.470.588,7.923.407,1.693.915,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:19.916,-2.293.208,-4.398.234,78,5.221.712,3.605.816,-7.891.558,1701,05.09,254.902,6.470.588,7.923.407,1.693.915,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:19.917,-2.293.208,-4.398.234,78,5.221.712,3.605.816,-7.891.558,1701,05.09,254.902,6.470.588,7.923.407,1.693.915,3.490.196,0,0,0,9.058.824,0,0,,,,,
09:57:20.927,-2.293.221,-4.398.251,78,2.028.364,-1.696.677,-6.378.266,1699,05.01,254.902,6.196.078,7.841.413,1.667.292,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:20.932,-2.293.221,-4.398.251,78,1.085.384,-2.316.934,-5.814.521,1699,05.01,254.902,6.196.078,7.841.413,1.667.292,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:20.939,-2.293.221,-4.398.251,78,1.085.384,-2.316.934,-5.814.521,1699.25,5.1,254.902,6.196.078,7.841.413,1.697.243,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:20.942,-2.293.221,-4.398.251,78,1.085.384,-2.316.934,-5.814.521,1699.25,5.1,254.902,6.196.078,7.841.413,1.697.243,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:22.924,-2.293.246,-4.398.285,77,-794.597,-5.547.864,6.254.147,1671,4.91,2.509.804,6.196.078,7.794.292,1.634.013,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:22.925,-2.293.246,-4.398.285,77,-794.597,-5.547.864,6.254.147,1671,4.91,2.509.804,6.196.078,7.794.292,1.634.013,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:22.932,-2.293.246,-4.398.285,77,-794.597,-5.547.864,6.254.147,1671,4.91,2.509.804,6.196.078,7.794.292,1.634.013,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:22.934,-2.293.246,-4.398.285,77,-794.597,-5.547.864,6.254.147,1671,4.91,2.509.804,6.196.078,7.794.292,1.634.013,3.490.196,0,0,0,867.451,0,0,,,,,
09:57:23.913,-2.293.259,-4.398.301,77,-2.974.835,-2.865.388,1.717.655,1658.5,4.94,2.509.804,5.882.353,7.672.643,1.643.996,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:23.916,-2.293.259,-4.398.301,77,-2.974.835,-2.865.388,1.717.655,1658.5,4.94,2.509.804,5.882.353,7.672.643,1.643.996,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:23.917,-2.293.259,-4.398.301,77,-2.974.835,-2.865.388,1.717.655,1658.5,4.94,2.509.804,5.882.353,7.672.643,1.643.996,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:23.923,-2.293.259,-4.398.301,77,-2.974.835,-2.865.388,1.717.655,1658.5,4.94,2.509.804,5.882.353,7.672.643,1.643.996,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:24.932,-2.293.271,-4.398.317,76,-6.602.247,5.101.586,-6.692.663,1639.25,4.12,2.588.235,5.882.353,764.641,1.371.106,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:24.934,-2.293.271,-4.398.317,76,-6.602.247,5.101.586,-6.692.663,1639.25,4.12,2.588.235,5.882.353,764.641,1.371.106,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:24.939,-2.293.271,-4.398.317,76,-6.602.247,5.101.586,-6.692.663,1639.25,4.12,2.588.235,5.882.353,764.641,1.371.106,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:24.944,-2.293.271,-4.398.317,76,-6.602.247,5.101.586,-6.692.663,1639.25,4.12,2.588.235,5.882.353,764.641,1.371.106,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:25.923,-2.293.283,-4.398.333,75,9.713.489,4.255.047,-6.114.233,1618.75,4.68,2.509.804,5.882.353,7.560.826,155.747,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:25.925,-2.293.283,-4.398.333,75,9.713.489,4.255.047,-6.114.233,1618.75,4.68,2.509.804,5.882.353,7.560.826,155.747,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:25.929,-2.293.283,-4.398.333,75,9.713.489,4.255.047,-6.114.233,1618.75,4.68,2.509.804,5.882.353,7.560.826,155.747,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:25.931,-2.293.283,-4.398.333,75,9.713.489,4.255.047,-6.114.233,1618.75,4.68,2.509.804,5.882.353,7.560.826,155.747,3.490.196,0,0,0,8.235.294,0,0,,,,,
09:57:26.929,-2.293.295,-4.398.349,75,5.844.476,-9.345.223,4.202.179,1613.5,4.67,2.509.804,5.960.784,7.524.155,1.554.142,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:26.931,-2.293.295,-4.398.349,75,5.844.476,-9.345.223,4.202.179,1613.5,4.67,2.509.804,5.960.784,7.524.155,1.554.142,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:26.939,-2.293.295,-4.398.349,75,1.405.885,-1.463.118,6.403.034,1613.5,4.67,2.509.804,5.960.784,7.524.155,1.554.142,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:26.941,-2.293.295,-4.398.349,75,1.405.885,-1.463.118,6.403.034,1613.5,4.67,2.509.804,5.960.784,7.524.155,1.554.142,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:27.927,-2.293.307,-4.398.365,74,-5.811.603,1.082.944,6.171.003,1690,7.68,3.098.039,5.960.784,7.498.847,2.555.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:27.932,-2.293.307,-4.398.365,74,-5.811.603,1.082.944,6.171.003,1690,7.68,3.098.039,5.960.784,7.498.847,2.555.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:27.938,-2.293.307,-4.398.365,74,-6.112.391,801.348,5.089.126,1690,7.68,3.098.039,5.960.784,7.498.847,2.555.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:27.947,-2.293.307,-4.398.365,74,-6.112.391,801.348,5.089.126,1690,7.68,3.098.039,5.960.784,7.498.847,2.555.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:28.930,-2.293.319,-439.838,75,-2.881.192,5.619.032,2.493.244,1635.5,13.23,3.568.628,5.960.784,7.502.477,4.402.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:28.931,-2.293.319,-439.838,75,-2.881.192,5.619.032,2.493.244,1635.5,13.23,3.568.628,5.960.784,7.502.477,4.402.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:28.936,-2.293.319,-439.838,75,-2.881.192,5.619.032,2.493.244,1635.5,13.23,3.568.628,5.960.784,7.502.477,4.402.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:28.939,-2.293.319,-439.838,75,-2.881.192,5.619.032,2.493.244,1635.5,13.23,3.568.628,5.960.784,7.502.477,4.402.849,3.490.196,0,0,0,8.345.098,0,0,,,,,
09:57:29.932,-2.293.331,-4.398.396,77,-129.402,-7.452.741,8.288.056,1694.5,22.67,4.078.431,6.509.804,766.177,7.544.413,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:29.936,-2.293.331,-4.398.396,77,-129.402,-7.452.741,8.288.056,1694.5,22.67,4.078.431,6.509.804,766.177,7.544.413,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:29.936,-2.293.331,-4.398.396,77,-129.402,-7.452.741,8.288.056,1694.5,22.67,4.078.431,6.509.804,766.177,7.544.413,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:29.939,-2.293.331,-4.398.396,77,-129.402,-7.452.741,8.288.056,1694.5,22.67,4.078.431,6.509.804,766.177,7.544.413,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:30.930,-2.293.343,-4.398.413,77,1.525.079,-7.864.184,3.676.364,1695.25,20.16,372.549,6.509.804,7.735.686,6.709.103,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:30.932,-2.293.343,-4.398.413,77,1.525.079,-7.864.184,3.676.364,1695.25,20.16,372.549,6.509.804,7.735.686,6.709.103,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:30.936,-2.293.343,-4.398.413,77,1.525.079,-7.864.184,3.676.364,1695.25,20.16,372.549,6.509.804,7.735.686,6.709.103,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:30.938,-2.293.343,-4.398.413,77,1.525.079,-7.864.184,3.676.364,1695.25,20.16,372.549,6.509.804,7.735.686,6.709.103,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:31.931,-2.293.354,-439.843,78,-1.971.592,-2.351.227,-8.465.342,1690.75,16.16,345.098,6.509.804,7.771.794,5.377.932,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:31.934,-2.293.354,-439.843,78,-1.971.592,-2.351.227,-8.465.342,1690.75,16.16,345.098,6.509.804,7.771.794,5.377.932,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:31.940,-2.293.354,-439.843,78,-1.971.592,-2.351.227,-8.465.342,1690.75,16.16,345.098,6.509.804,7.771.794,5.377.932,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:31.942,-2.293.354,-439.843,78,-1.971.592,-2.351.227,-8.465.342,1690.75,16.16,345.098,6.509.804,7.771.794,5.377.932,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:32.930,-2.293.365,-4.398.447,77,8.937.052,-1.100.648,-2.346.976,1666,15.49,3.098.039,6.509.804,7.707.074,515.496,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:32.934,-2.293.365,-4.398.447,77,8.937.052,-1.100.648,-2.346.976,1666,15.49,3.098.039,6.509.804,7.707.074,515.496,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:32.940,-2.293.365,-4.398.447,77,8.937.052,-1.100.648,-2.346.976,1666,15.49,3.098.039,6.509.804,7.707.074,515.496,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:32.940,-2.293.365,-4.398.447,77,8.937.052,-1.100.648,-2.346.976,1666,15.49,3.098.039,6.509.804,7.707.074,515.496,3.490.196,0,0,0,9.113.726,0,0,,,,,
09:57:33.907,-2.293.374,-4.398.465,75,6.272.029,1.268.175,-9.695.841,1686.5,6.44,2.745.098,7.137.255,750.666,2.143.186,3.490.196,0,0,0,9.992.157,0,0,,,,,
09:57:33.910,-2.293.374,-4.398.465,75,6.272.029,1.268.175,-9.695.841,1686.5,6.44,2.745.098,7.137.255,750.666,2.143.186,3.490.196,0,0,0,9.992.157,0,0,,,,,
09:57:33.911,-2.293.374,-4.398.465,75,6.272.029,1.268.175,-9.695.841,1686.5,6.44,2.745.098,7.137.255,750.666,2.143.186,3.490.196,0,0,0,9.992.157,0,0,,,,,
09:57:33.913,-2.293.374,-4.398.465,75,6.272.029,1.268.175,-9.695.841,1686.5,6.44,2.745.098,7.137.255,750.666,2.143.186,3.490.196,0,0,0,9.992.157,0,0,,,,,
09:57:34.095,-2.293.374,-4.398.465,75,-1.102.622,-5.040.171,-2.072.053,1686.5,6.44,2.745.098,7.137.255,750.666,2.143.186,3.490.196,0,0,0,9.992.157,0,0,,,,,
09:57:34.104,-2.293.374,-4.398.465,75,-1.102.622,-5.040.171,-2.072.053,1686.5,6.44,2.745.098,7.137.255,750.666,2.143.186,3.490.196,0,0,0,9.992.157,0,0,,,,,
09:57:34.777,-2.293.374,-4.398.465,74,755.785,1.191.552,-885.299,1656.75,7.91,2.941.176,7.254.902,750.666,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
09:57:34.936,-2.293.383,-4.398.483,74,-7.246.042,1.989.361,1.406.183,1656.75,7.91,2.941.176,7.254.902,7.333.608,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
09:57:34.941,-2.293.383,-4.398.483,74,-7.246.042,1.989.361,1.406.183,1656.75,7.91,2.941.176,7.254.902,7.333.608,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
09:57:34.943,-2.293.383,-4.398.483,74,-7.246.042,1.989.361,1.406.183,1656.75,7.91,2.941.176,7.254.902,7.333.608,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
09:57:34.948,-2.293.383,-4.398.483,74,-7.246.042,1.989.361,1.406.183,1656.75,7.91,2.941.176,7.254.902,7.333.608,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
09:57:34.949,-2.293.383,-4.398.483,74,-7.246.042,1.989.361,1.406.183,1656.75,7.91,2.941.176,7.254.902,7.333.608,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
09:57:34.950,-2.293.383,-4.398.483,74,-7.246.042,1.989.361,1.406.183,1656.75,7.91,2.941.176,7.254.902,7.333.608,2.632.391,3.490.196,0,0,0,1.015.686,0,0,,,,,
